Pesos,Temperatura ambiente,Tarifa da energia Selétrica,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,IQB médio,IQB total,Recompensa total,Custo elétrico total,Custo de gás total,Custo de água total,Custo total do banho
0.20.8,28.0,1.0,0.0296925530603432,0.14846401017459906,0.10439589561566456,0.10510319000684229,0.10766833954583756,0.10848800117350141,0.10756590834669066,0.10162541398906841,0.7113778979234788,[ 0.7114 -0.8602],0.13863647053711411,0.3800851063829787,0.34149804281172486,0.8602196197318177
0.20.8,29.0,1.0,0.09790947703326956,0.06261668312646378,0.09676999094802695,0.10369526307324566,0.10522266311986953,0.10574438090195061,0.10598746001851664,0.09684941688876325,0.6779459182213428,[ 0.6779 -0.7763],0.10776124065910195,0.32702127659574465,0.34149804281172486,0.7762805600665714
0.20.8,30.0,1.0,0.14013724403730202,0.06292349376349154,0.09449954781068495,0.10337817740908402,0.10500127715829087,0.10430142367593191,0.10465656761017615,0.10212824735213734,0.7148977314649614,[ 0.7149 -0.6936],0.08179897098184132,0.27025531914893614,0.34149804281172486,0.6935523329425023
01,15.0,1.0,1.1745120248653568e-21,0.0003267217856435326,0.7710839407881342,0.6295771149433439,0.0099552148498539,0.07381902117659017,0.10689949703300332,0.22738021579665268,1.5916615105765688,[ 1.5917 -1.8261],0.4566909223002842,1.0279574468085106,0.34149804281172486,1.8261464119205197
01,16.0,1.0,4.907265296461529e-19,0.003372039254210167,0.795021534619233,0.19735747849191984,0.06692970724420187,0.10180568721201093,0.11142484086601148,0.18227304109822676,1.2759112876875873,[ 1.2759 -1.7502],0.41716394916632993,0.9915531914893616,0.34149804281172486,1.7502151834674164
01,17.0,1.0,1.3675305647959148e-16,0.02310321468712076,0.8105585034404658,0.04276890348870008,0.0931635121322338,0.10658774395119566,0.1124357501125578,0.16980251825889628,1.188617627812274,[ 1.1886 -1.6764],0.3871516417191948,0.9477446808510638,0.34149804281172486,1.6763943653819835
01,18.0,1.0,2.541850363712224e-14,0.09923510264808748,0.821450167392249,0.010920825408018524,0.08055385708681818,0.10464760159113175,0.11112649753004789,0.17541915023662544,1.2279340516563781,[ 1.2279 -1.6051],0.36030899494924296,0.9033191489361702,0.34149804281172486,1.605126186697138
01,19.0,1.0,3.1512173111628133e-12,0.3049976932867467,0.8247361420051633,0.0037582277043748486,0.06988433847568758,0.10385497748903429,0.11126724675057481,0.2026426608163904,1.4184986257147327,[ 1.4185 -1.5324],0.3338368898404454,0.8570425531914894,0.34149804281172486,1.5323774858436596
01,20.0,1.0,1.3321090511824368e-10,0.4932617601500223,0.7739329078550516,0.003603592215347412,0.06903756913329304,0.10370404576613902,0.11003679767977596,0.2219395247046915,1.5535766729328404,[ 1.5536 -1.4648],0.319335433020956,0.8039787234042551,0.34149804281172486,1.464812199236936
01,21.0,1.0,3.647819832806806e-09,0.6633306458295768,0.6864162917871558,0.003694627922471423,0.06896682200710944,0.10263180675958375,0.1098999083184544,0.2335628723245959,1.6349401062721713,[ 1.6349 -1.3982],0.30699212140649945,0.7496808510638298,0.34149804281172486,1.3981710152820541
01,22.0,1.0,8.350154203407428e-08,0.8021901402100684,0.5479917385895764,0.003887648668663464,0.06901325611239695,0.10263077197006815,0.1087074117812925,0.23348872154765826,1.634421050833608,[ 1.6344 -1.3299],0.2917715794909952,0.6966170212765957,0.34149804281172486,1.3298866435793157
01,23.0,1.0,1.1067480299157688e-06,0.8417505316146856,0.4633421052839897,0.00391519227846409,0.0681154863482872,0.10134881325163399,0.10836105664696526,0.22669061316743652,1.5868342921720557,[ 1.5868 -1.2618],0.2804679600366577,0.6398510638297872,0.34149804281172486,1.2618170666781698
01,24.0,1.0,1.190339698563583e-05,0.850339378781262,0.37890376809704507,0.004304677231153231,0.06773855476502397,0.09998015477763446,0.10816865858678726,0.21563529937655593,1.5094470956358914,[ 1.5094 -1.1903],0.26755700198754745,0.5812340425531916,0.34149804281172486,1.1902890873524639
01,25.0,1.0,0.00013261390637744438,0.7835241040101023,0.1139885367995765,0.05557791942500528,0.09460972821511134,0.10543871418448893,0.10797366162798568,0.18017789688123534,1.2612452781686474,[ 1.2612 -1.1068],0.23279360062879234,0.5324893617021277,0.34149804281172486,1.106781005142645
01,26.0,1.0,0.00111048265141022,0.620261321776686,0.031959547873060094,0.0864758083925318,0.10264523724676447,0.10617172363674554,0.10710038440318749,0.15081778656862652,1.0557245059803857,[ 1.0557 -1.0201],0.19857797739744648,0.4800425531914893,0.34149804281172486,1.0201185734006606
01,27.0,1.0,0.006372527055707634,0.33927256642111986,0.04436231510288216,0.09184788414385855,0.10400933344646147,0.10537532992250147,0.10713921701777754,0.11405416758718694,0.7983791731103086,[ 0.7984 -0.9388],0.1691067533608051,0.42821276595744673,0.34149804281172486,0.9388175621299768
01,28.0,1.0,0.02969101877323188,0.13408465205522074,0.10308489814241087,0.10379840691001808,0.10508480797502506,0.10571457982322376,0.10599062157485717,0.0982069978934268,0.6874489852539876,[ 0.6874 -0.8569],0.1371590374336346,0.37823404255319154,0.34149804281172486,0.856891122798551
01,29.0,1.0,0.09615941954741473,0.05817755994257131,0.09482677361261536,0.10225159670387704,0.1051009649105657,0.10456291466930127,0.10581974851838531,0.09527128255781868,0.6668989779047307,[ 0.6669 -0.7731],0.1064028024406479,0.3251702127659574,0.34149804281172486,0.7730710580183302
01,30.0,1.0,0.13431318268643816,0.06330924626126093,0.09452391674933332,0.10222684606738341,0.10240483851275178,0.10328428602733336,0.10327312508913815,0.10047649162766271,0.703335441393639,[ 0.7033 -0.6929],0.08055927262950298,0.2708723404255319,0.34149804281172486,0.6929296558667597
